DateTime,wind_eastcentral,wind_west,wind_south
2023-01-01T00:00:00.0,3166.0,5996.7,0.0
2023-01-01T01:00:00.0,3060.7,6389.8,0.0
2023-01-01T02:00:00.0,2633.0,6448.1,0.0
2023-01-01T03:00:00.0,2330.4,6883.7,0.0
2023-01-01T04:00:00.0,2291.0,7495.9,0.0
2023-01-01T05:00:00.0,2134.0,7584.9,0.0
2023-01-01T06:00:00.0,2030.6,7590.8,0.0
2023-01-01T07:00:00.0,1641.7,6917.2,0.0
2023-01-01T08:00:00.0,1472.8,5797.2,0.0
2023-01-01T09:00:00.0,1506.3,4643.8,0.0
2023-01-01T10:00:00.0,1312.8,3717.6,0.0
2023-01-01T11:00:00.0,1018.9,3219.1,0.0
2023-01-01T12:00:00.0,861.7,3184.7,0.0
2023-01-01T13:00:00.0,751.7,2912.7,0.0
2023-01-01T14:00:00.0,763.6,2285.1,0.0
2023-01-01T15:00:00.0,867.4,1963.0,0.0
2023-01-01T16:00:00.0,1135.2,1754.5,0.0
2023-01-01T17:00:00.0,1306.2,1853.0,0.0
2023-01-01T18:00:00.0,1474.9,2103.0,0.0
2023-01-01T19:00:00.0,1596.5,1898.6,0.0
2023-01-01T20:00:00.0,1398.3,2054.1,0.0
2023-01-01T21:00:00.0,1212.9,1830.4,0.0
2023-01-01T22:00:00.0,1220.0,1972.5,0.0
2023-01-01T23:00:00.0,1143.1,2689.8,0.0
2023-01-02T00:00:00.0,971.1,3437.5,0.0
2023-01-02T01:00:00.0,818.6,3941.9,0.0
2023-01-02T02:00:00.0,685.7,4542.4,0.0
2023-01-02T03:00:00.0,682.4,4938.2,0.0
2023-01-02T04:00:00.0,622.4,4465.5,0.0
2023-01-02T05:00:00.0,558.7,3702.3,0.0
2023-01-02T06:00:00.0,525.6,3111.3,0.0
2023-01-02T07:00:00.0,592.1,3554.0,0.0
2023-01-02T08:00:00.0,715.4,4353.2,0.0
2023-01-02T09:00:00.0,877.3,5166.4,0.0
2023-01-02T10:00:00.0,599.2,5061.7,0.0
2023-01-02T11:00:00.0,503.9,4075.5,0.0
2023-01-02T12:00:00.0,341.8,3163.8,0.0
2023-01-02T13:00:00.0,268.1,3173.0,0.0
2023-01-02T14:00:00.0,325.2,4169.6,0.0
2023-01-02T15:00:00.0,426.5,5641.4,0.0
2023-01-02T16:00:00.0,595.5,7309.9,0.0
2023-01-02T17:00:00.0,903.9,9201.2,0.0
2023-01-02T18:00:00.0,1111.5,9894.2,0.0
2023-01-02T19:00:00.0,1358.7,9592.4,0.0
2023-01-02T20:00:00.0,1531.4,9984.8,0.0
2023-01-02T21:00:00.0,1513.7,11537.7,0.0
2023-01-02T22:00:00.0,1874.5,12695.8,0.0
2023-01-02T23:00:00.0,2028.8,12941.3,0.0
2023-01-03T00:00:00.0,2254.8,12257.7,0.0
2023-01-03T01:00:00.0,2220.9,12196.7,0.0
2023-01-03T02:00:00.0,2372.1,12499.8,0.0
2023-01-03T03:00:00.0,2287.9,12467.9,0.0
2023-01-03T04:00:00.0,2642.0,12466.3,0.0
2023-01-03T05:00:00.0,2713.0,12631.5,0.0
2023-01-03T06:00:00.0,2526.7,12105.2,0.0
2023-01-03T07:00:00.0,2455.5,11250.4,0.0
2023-01-03T08:00:00.0,2580.9,10516.1,0.0
2023-01-03T09:00:00.0,2847.2,9857.9,0.0
2023-01-03T10:00:00.0,3199.6,8822.6,0.0
2023-01-03T11:00:00.0,3854.3,8336.8,0.0
2023-01-03T12:00:00.0,4264.5,8794.6,0.0
2023-01-03T13:00:00.0,4408.7,8530.9,0.0
2023-01-03T14:00:00.0,3952.9,8034.9,0.0
2023-01-03T15:00:00.0,3439.8,8471.4,0.0
2023-01-03T16:00:00.0,3208.0,8769.4,0.0
