DateTime,wind_eastcentral,wind_west,wind_south
2024-01-01T00:00:00.0,3918.9,2432.6,0.0
2024-01-01T01:00:00.0,3714.2,2452.7,0.0
2024-01-01T02:00:00.0,3581.9,2454.9,0.0
2024-01-01T03:00:00.0,3293.8,2358.1,0.0
2024-01-01T04:00:00.0,3023.2,2243.8,0.0
2024-01-01T05:00:00.0,2784.5,2272.3,0.0
2024-01-01T06:00:00.0,2484.0,2260.7,0.0
2024-01-01T07:00:00.0,2149.0,2286.3,0.0
2024-01-01T08:00:00.0,1940.4,2517.5,0.0
2024-01-01T09:00:00.0,1605.9,2806.5,0.0
2024-01-01T10:00:00.0,1178.8,3409.5,0.0
2024-01-01T11:00:00.0,800.1,3759.2,0.0
2024-01-01T12:00:00.0,647.6,4107.0,0.0
2024-01-01T13:00:00.0,656.5,5131.7,0.0
2024-01-01T14:00:00.0,848.4,6468.7,0.0
2024-01-01T15:00:00.0,1033.9,6952.0,0.0
2024-01-01T16:00:00.0,1133.4,7490.1,0.0
2024-01-01T17:00:00.0,1301.2,8961.4,0.0
2024-01-01T18:00:00.0,1494.1,11149.4,0.0
2024-01-01T19:00:00.0,1752.5,13551.1,0.0
2024-01-01T20:00:00.0,2110.3,15061.5,0.0
2024-01-01T21:00:00.0,2379.2,15891.1,0.0
2024-01-01T22:00:00.0,2694.3,16707.4,0.0
2024-01-01T23:00:00.0,3149.5,17147.0,0.0
2024-01-02T00:00:00.0,3790.2,16779.5,0.0
2024-01-02T01:00:00.0,4220.9,16440.8,0.0
2024-01-02T02:00:00.0,4489.3,15579.7,0.0
2024-01-02T03:00:00.0,4734.2,14384.2,0.0
2024-01-02T04:00:00.0,4969.5,13583.7,0.0
2024-01-02T05:00:00.0,5352.8,12215.5,0.0
2024-01-02T06:00:00.0,5501.6,10163.8,0.0
2024-01-02T07:00:00.0,5363.1,8769.8,0.0
2024-01-02T08:00:00.0,5453.9,8182.6,0.0
2024-01-02T09:00:00.0,5562.7,7130.4,0.0
2024-01-02T10:00:00.0,5885.5,6106.3,0.0
2024-01-02T11:00:00.0,5996.2,5111.1,0.0
2024-01-02T12:00:00.0,6148.7,4738.4,0.0
2024-01-02T13:00:00.0,6270.2,4708.2,0.0
2024-01-02T14:00:00.0,6251.3,4180.8,0.0
2024-01-02T15:00:00.0,5994.5,3934.5,0.0
2024-01-02T16:00:00.0,5744.1,3792.4,0.0
2024-01-02T17:00:00.0,5157.5,3782.2,0.0
2024-01-02T18:00:00.0,4859.5,3989.7,0.0
2024-01-02T19:00:00.0,4590.2,4411.2,0.0
2024-01-02T20:00:00.0,4465.5,4938.7,0.0
2024-01-02T21:00:00.0,4111.9,5446.1,0.0
2024-01-02T22:00:00.0,3631.1,5499.2,0.0
2024-01-02T23:00:00.0,3135.3,5745.9,0.0
2024-01-03T00:00:00.0,2632.4,5794.2,0.0
2024-01-03T01:00:00.0,2244.5,5702.9,0.0
2024-01-03T02:00:00.0,1848.5,4721.9,0.0
2024-01-03T03:00:00.0,1487.4,4027.8,0.0
